area_name,count,percent
Кропачево (Челябинская область),21,0.00000%
Константиновка,21,0.00000%
Старощербиновская,21,0.00000%
Старые Дороги,21,0.00000%
Алтухово (Брянская область),21,0.00000%
Иран,21,0.00000%
Полтавка,21,0.00000%
Барятино (Калужская область),21,0.00000%
Становое,21,0.00000%
Кедровка,21,0.00000%
Тельмана,21,0.00000%
Троицко-Печорск,21,0.00000%
Чунский,21,0.00000%
Ильинский (Пермский край),21,0.00000%
Кулунда,21,0.00000%
Красногорское,21,0.00000%
Октябрьский (Иркутская область),21,0.00000%
Карагай (Пермский край),21,0.00000%
Узда,21,0.00000%
Октябрьское (Челябинская область),21,0.00000%
Новониколаевский (Волгоградская область),21,0.00000%
Медвенка,21,0.00000%
Мантурово (Курская область),21,0.00000%
Мари-Турек,21,0.00000%
"Калтасы (Калтасинский район, Башкортостан)",21,0.00000%
Новый Торъял,21,0.00000%
Маслова Пристань,21,0.00000%
Березник,21,0.00000%
Краснозёрское,21,0.00000%
Вырица,21,0.00000%
Южно-Сухокумск,21,0.00000%
Эльбан,21,0.00000%
Юкаменское,21,0.00000%
Зеленчукская,21,0.00000%
Акколь,21,0.00000%
Шри-Ланка,21,0.00000%
Земетчино,20,0.00000%
Агинское,20,0.00000%
посёлок Биокомбината,20,0.00000%
Агаповка,20,0.00000%
"Мишкино (Мишкинский район, Башкортостан)",20,0.00000%
Пречистое,20,0.00000%
Кагальницкая,20,0.00000%
Железнодорожный (Иркутская область),20,0.00000%
Курсавка,20,0.00000%
Клявлино,20,0.00000%
Сузун,20,0.00000%
Самарское,20,0.00000%
Рыздвяный,20,0.00000%
Ферзиково,20,0.00000%
Жаркент,20,0.00000%
Солнечный (Воронежская область),20,0.00000%
Пружаны,20,0.00000%
Киргиз-Мияки,20,0.00000%
Дубровка,20,0.00000%
Тарасовский,20,0.00000%
Базарные Матаки,20,0.00000%
Тисуль,20,0.00000%
Черный Яр,20,0.00000%
Новомышастовская,20,0.00000%
Озерки (Всеволожский район),20,0.00000%
Озинки,20,0.00000%
Архара,20,0.00000%
Афганистан,20,0.00000%
Исаклы,20,0.00000%
Инжавино,20,0.00000%
Ильинский (Московская область),20,0.00000%
Тюлячи,20,0.00000%
Октябрьское (Пригородный район),20,0.00000%
Ревда (Мурманская область),20,0.00000%
Бреды,20,0.00000%
Куйтун,20,0.00000%
Мингечаур,20,0.00000%
Новобирилюссы,20,0.00000%
Нахичевань,20,0.00000%
Криводановка,20,0.00000%
Большая Мурта,20,0.00000%
Шушенское,20,0.00000%
Вышестеблиевская,20,0.00000%
Бобровский,20,0.00000%
Знаменка (Орловская область),19,0.00000%
Айша,19,0.00000%
Звёздный (Пермский край),19,0.00000%
Краснокаменск (Красноярский край),19,0.00000%
Благовещенка,19,0.00000%
Посёлок совхоза имени Ленина,19,0.00000%
Красный Луч (Псковская область),19,0.00000%
Красные Баррикады,19,0.00000%
Большая Атня,19,0.00000%
Азовская,19,0.00000%
Ребриха,19,0.00000%
Красногородск,19,0.00000%
Нововеличковская,19,0.00000%
Сигаево,19,0.00000%
Ахтырский,19,0.00000%
Тяжинский,19,0.00000%
Исянгулово,19,0.00000%
Глухово,19,0.00000%
Любань,19,0.00000%
Островной,19,0.00000%
Верхний Баскунчак,19,0.00000%
Киевская область,19,0.00000%
Лозовая,19,0.00000%
Баклань (Брянская область),19,0.00000%
Венгерово,19,0.00000%
Сямжа,19,0.00000%
Пестравка,19,0.00000%
Петропавловка (Воронежская область),19,0.00000%
Васильево,19,0.00000%
Вавож,19,0.00000%
Вагай,19,0.00000%
Сонково,19,0.00000%
Сокур (Новосибирская область),19,0.00000%
Среднеколымск,19,0.00000%
Пушкинские Горы,19,0.00000%
Федоровка (Республика Башкортостан),19,0.00000%
Чагода,19,0.00000%
Хворостянка (Самарская область),19,0.00000%
Вешкайма,19,0.00000%
Казанская (Ростовская область),19,0.00000%
Чесма,19,0.00000%
Колпна,19,0.00000%
Стройкерамика,19,0.00000%
Понежукай,19,0.00000%
Бисерть,19,0.00000%
Кузедеево,19,0.00000%
Кузьмоловский,19,0.00000%
Чермоз,19,0.00000%
Новый Некоуз,19,0.00000%
Казачинское,19,0.00000%
Мишеронский,19,0.00000%
Загорянский,19,0.00000%
Никольское (Воронежская область),19,0.00000%
"Лесные Поляны (Московская область, Пушкинский район)",19,0.00000%
Порецкое,19,0.00000%
Белгородская область,19,0.00000%
Шатск,19,0.00000%
Яблоновский,19,0.00000%
Большая Мартыновка,19,0.00000%
Землянск,18,0.00000%
Нигерия,18,0.00000%
"Михайловка (Уфимский район, Башкортостан)",18,0.00000%
Аликово,18,0.00000%
Низино (Ленинградская область),18,0.00000%
Каширское,18,0.00000%
Параньга,18,0.00000%
Топчиха,18,0.00000%
Троицкое (Алтайский край),18,0.00000%
Сюмси,18,0.00000%
Синявино,18,0.00000%
Тымовское,18,0.00000%
Приаргунск,18,0.00000%
Теберда,18,0.00000%
Баргузин,18,0.00000%
Карпогоры,18,0.00000%
Долгодеревенское,18,0.00000%
Слободище (Брянская область),18,0.00000%
Разметелево,18,0.00000%
Буланаш,18,0.00000%
Усть-Кулом,18,0.00000%
Харп,18,0.00000%
Фершампенуаз (Челябинская область),18,0.00000%
Февральск (Амурская область),18,0.00000%
Каменка (Ленинградская область),18,0.00000%
"Архангельское (Тульская область, Каменский район)",18,0.00000%
Учкекен,18,0.00000%
Новоильинский (Пермский край),18,0.00000%
Владимирская (Краснодарский край),18,0.00000%
Глинищево,18,0.00000%
Лазарево (Тульская область),18,0.00000%
Ленино (Липецкая область),18,0.00000%
Сосновый Бор (Псковская область),18,0.00000%
Пышлицы,18,0.00000%
Каз,18,0.00000%
Ключи (Алтайский край),18,0.00000%
"Берёзовка (Берёзовский район, Пермский край)",18,0.00000%
Кадуй,18,0.00000%
Новочернореченский,18,0.00000%
Дубровка (Ленинградская область),18,0.00000%
Куйбышево (Ростовская область),18,0.00000%
Краснооктябрьский (Волгоградская область),18,0.00000%
Краснозерское,18,0.00000%
Ленкорань,18,0.00000%
Глубокое,18,0.00000%
Медвежьи Озёра,18,0.00000%
Красный Яр (Омская область),18,0.00000%
Гамово (Пермский край),18,0.00000%
Выльгорт,18,0.00000%
Монако,18,0.00000%
Шеки,18,0.00000%
Шахтинск,18,0.00000%
Эвенск,18,0.00000%
Уральский (Свердловская область),17,0.00000%
Рогнедино,17,0.00000%
Кшенский,17,0.00000%
Йемен,17,0.00000%
Охотск,17,0.00000%
Ольховка,17,0.00000%
Мама,17,0.00000%
Оса (Иркутская область),17,0.00000%
Любохна,17,0.00000%
Верхнерусское,17,0.00000%
Ордубад,17,0.00000%
Яр-Сале,17,0.00000%
Бабяково,17,0.00000%
Камышла (Самарская область),17,0.00000%
Старомышастовская,17,0.00000%
Серышево,17,0.00000%
Новобатайск,17,0.00000%
Волжский (Астраханская область),17,0.00000%
Исетское,17,0.00000%
Жилетово,17,0.00000%
Кондратово (Пермский край),17,0.00000%
Веселый,17,0.00000%
Аскино,17,0.00000%
Покровское (Орловская область),17,0.00000%
Агой,17,0.00000%
Венцы (Краснодарский край),17,0.00000%
Елово (Пермский край),17,0.00000%
Репьевка,17,0.00000%
Светлый (Томская область),17,0.00000%
Белозерный,17,0.00000%
Бондари,17,0.00000%
Зилаир,17,0.00000%
Лепель,17,0.00000%
Мичуринский (Брянская область),17,0.00000%
Локня (Псковская область),17,0.00000%
Чернышковский,17,0.00000%
Лосево,17,0.00000%
Новоселье (Ленинградская область),17,0.00000%
Вожега,17,0.00000%
Мирный (Самарская область),17,0.00000%
Рустави,17,0.00000%
Ильинский (Раменский район),17,0.00000%
Парфино,17,0.00000%
Яя,17,0.00000%
Глушково,17,0.00000%
Григорьевка (Челябинская область),16,0.00000%
Беково,16,0.00000%
Белая Берёзка,16,0.00000%
Кооперативная Республика Гайана,16,0.00000%
Баранчинский,16,0.00000%
"Юрцово (Московская область, городской округ Егорьевск)",16,0.00000%
Абатское,16,0.00000%
Гайны (Пермский край),16,0.00000%
Боровский,16,0.00000%
Большой Зетым,16,0.00000%
Володарский,16,0.00000%
Новгородская область,16,0.00000%
Завьялово (Алтайский край),16,0.00000%
Закаталы,16,0.00000%
Пензенская область,16,0.00000%
Баковка,16,0.00000%
Кильмезь,16,0.00000%
Ловозеро,16,0.00000%
Верхнеяркеево,16,0.00000%
Павловка,16,0.00000%
Касторное,16,0.00000%
Тюхтет,16,0.00000%
Куркино,16,0.00000%
Горный Щит,16,0.00000%
Кувейт,16,0.00000%
Куженер,16,0.00000%
Демянск,16,0.00000%
Демьянка (Тюменская область),16,0.00000%
Демократическая Республика Конго,16,0.00000%
Красноселькуп,16,0.00000%
Дивное (Ставропольский край),16,0.00000%
Селижарово,16,0.00000%
